"road","chainage","lrp","lat","lon","type","name"
"R547","52.409","LRP052a","25.1215827","88.5971386","Culvert","Box culvert"
"R547","53.018","LRP052b","25.1246104","88.5919997","Culvert","Box Culvert"
"R547","53.27","LRP053","25.1257493","88.589833","KmPost","Km post missing"
"R547","53.298","LRP053a","25.1257493","88.5896386","Culvert","Box Culvert"
"R547","54.27","LRP054","25.1213049","88.5812771","KmPost","Porsha 23 km"
"R547","54.384","LRP054a","25.1208049","88.5804438","Culvert","Box culvert"
"R547","54.638","LRP054b","25.119666","88.5782493","Culvert","Box culvert"
"R547","54.803","LRP054c","25.1192771","88.5767771","Culvert","Box Culvert"
"R547","55.21","LRP054d","25.1179993","88.5729716","Culvert","Box culvert"
"R547","55.27","LRP055","25.1176382","88.571916","KmPost","Km post missing"
"R547","55.446","LRP055a","25.1172493","88.5707216","Culvert","Box culvert"
"R547","55.798","LRP055b","25.1162222","88.5677216","Culvert","Box culvert"
"R547","56.172","LRP055c","25.1150833","88.564","Culvert","Box Culvert"
"R547","56.263","LRP055d","25.11475","88.5629167","Culvert","R.C.C Culvert"
"R547","56.27","LRP056","25.11475","88.5626389","KmPost","Info missing"
"R547","57.27","LRP057","25.1112778","88.5539444","KmPost","Info missing"
"R547","57.443","LRP057a","25.1105","88.5524444","Culvert","Box culvert"
"R547","58.255","LRP058","25.1063889","88.5454441","KmPost","Info missing"
"R547","58.57","LRP058a","25.1053611","88.5436108","Culvert","Box Culvert"
"R547","59.25","LRP059","25.1018889","88.5372219","KmPost","Info missing"
"R547","59.522","LRP059a","25.1008333","88.5347497","Culvert","Box culvert"
"R547","59.815","LRP059b","25.098333","88.5338608","Culvert","Box Culvert"
"R547","60.26","LRP060","25.0942774","88.5329716","KmPost","Km post broken"
"R547","60.705","LRP060a","25.0904441","88.5322216","Culvert","3 v Box Culvert"
"R547","61.26","LRP061","25.0853052","88.531416","KmPost","Km post missing"
"R547","61.905","LRP061a","25.0798327","88.5304438","Culvert","Box culvert"
"R547","62.26","LRP062","25.0766104","88.5307493","KmPost","Km post missing"
"R547","62.311","LRP062a","25.0766104","88.5307771","Culvert","Box culvert"
"R547","63.09","LRP062b","25.0694716","88.5318049","Culvert","Box Culvert"
"R547","63.255","LRP063","25.0675549","88.5318049","KmPost","Information Not Clear"
"R547","63.984","LRP063a","25.0614444","88.5307493","Culvert","Box culvert"
"R547","64.255","LRP064","25.0585833","88.5301382","KmPost","Information Not Clear"
"R547","64.94","LRP064a","25.0534167","88.5302493","Culvert","Box Culvert"
"R547","65.25","LRP065","25.0496108","88.5304438","KmPost","Information missing"
"R547","66.205","LRP065a","25.0415274","88.5305827","Culvert","Box culvert"
"R547","66.25","LRP066","25.0413886","88.5305827","KmPost","Information missing"
"R547","67.25","LRP067","25.0320827","88.5298327","KmPost","Km post missing"
"R547","67.667","LRP067a","25.0287216","88.5300549","Culvert","Box culvert"
"R547","68.25","LRP068","25.0228049","88.5301938","KmPost","Information missing"
"R547","68.945","LRP068a","25.0174438","88.5282216","CrossRoad","Intersection with Z5456"
"R547","69.245","LRP069","25.0148333","88.527166","KmPost","Information missing"
"R547","69.472","LRP069a","25.0129722","88.5264716","Culvert","Box culvert"
"R547","70.24","LRP069b","25.0072222","88.522166","Culvert","Box culvert"
"R547","70.245","LRP070","25.0071389","88.5221104","KmPost","Information missing"
"R547","71.24","LRP071","24.9993608","88.5173882","KmPost","Info missing"
"R547","71.783","LRP071a","24.995333","88.5148333","Culvert","Box culvert"
"R547","72.24","LRP072","24.9906386","88.5125556","KmPost","Km post missing"
"R547","72.787","LRP072a","24.9880274","88.5096667","Culvert","Box culvert"
"R547","73.24","LRP073","24.9839441","88.5076111","KmPost","Information missing"
"R547","74.23","LRP074","24.9753049","88.5061944","KmPost","Information missing"
"R547","75.24","LRP075","24.9679438","88.5008889","KmPost","Information missing"
"R547","75.385","LRP075a","24.9671104","88.5000556","SideRoad,Right","Road to Porsha Z 6852"
"R547","75.962","LRP075b","24.9624167","88.4975552","Culvert","Brick machinary Culvert"
"R547","76.24","LRP076","24.9599444","88.4958886","KmPost","Kansat 41 km"
"R547","77.23","LRP077","24.9528611","88.4902219","KmPost","Information missing"
"R547","77.345","LRP077a","24.95225","88.4896663","Culvert","Brick Machinary Culvert"
"R547","77.903","LRP077b","24.9499441","88.4866663","Culvert","Box culvert"
"R547","78.33","LRP078","24.9444997","88.4851941","KmPost","Information missing"
"R547","78.627","LRP078a","24.9416108","88.4841386","Culvert","Box Culvert"
"R547","79.105","LRP078b","24.9381663","88.4824716","SideRoad,Left","Left to Niamatpur Z 6852"
"R547","79.31","LRP079","24.936083","88.4821104","KmPost","Kansat 46 km /Chapainababgonj RHD Start"
"R547","79.31","LRP079","24.936083","88.4821104","KmPost","Kansat 46 km /Chapainababgonj RHD Start"
"R547","79.373","LRP079a","24.9355552","88.4820271","Culvert","Box Culvert"
"R547","80.315","LRP080","24.9275271","88.4790827","KmPost","Kansat 45 km"
"R547","80.748","LRP080a","24.9211938","88.4771938","Culvert","Box culvert"
"R547","81.092","LRP080b","24.9212216","88.4763604","Culvert","Box Culvert"
"R547","81.315","LRP081","24.9192216","88.475666","KmPost","Kansat 44 km"
"R547","81.529","LRP081a","24.9173882","88.4750827","Culvert","Box culvert"
"R547","82.173","LRP081b","24.9120833","88.4727771","Culvert","Pipe Culvert"
"R547","82.31","LRP082","24.9107222","88.4728882","KmPost","Kansat 43 km"
"R547","82.719","LRP082a","24.9073889","88.4718604","Culvert","Box culvert"
"R547","83.31","LRP083","24.9023889","88.4693327","KmPost","Parbotipur Adda 6 km"
"R547","83.907","LRP083a","24.8978608","88.4661389","Culvert","Box culvert"
"R547","84.305","LRP084","24.8948052","88.4639722","KmPost","Parbotipur Adda 5 km"
"R547","84.311","LRP084a","24.8950552","88.4639444","Culvert","Box Culvert"
"R547","85.22","LRP084b","24.888083","88.4588611","Culvert","Box Culvert"
"R547","85.3","LRP085","24.8875552","88.4584444","KmPost","Kansat 40 km"
"R547","85.978","LRP085a","24.8824438","88.4554167","Culvert","Cross Drain"
"R547","86.3","LRP086","24.8795827","88.4538889","KmPost","Kansat 39 km"
"R547","87.077","LRP086a","24.8733882","88.4502222","Culvert","Box culvert"
"R547","87.35","LRP087","24.8711382","88.4489719","KmPost","Kansat 38 km"
"R547","88.112","LRP087a","24.8639722","88.4459163","Culvert","Slab Culvert"
"R547","88.265","LRP087b","24.8640833","88.4453608","Culvert","Box Culvert"
"R547","88.35","LRP088","24.8631111","88.4449163","KmPost","Adda 0 km,Kansat 37 km"
"R547","88.77","LRP088a","24.8595","88.4438052","SideRoad,Left","Left to Dhansura Z 6812"
"R547","89.37","LRP089","24.8597222","88.4379441","KmPost","Kansat 36 km"
"R547","89.952","LRP089a","24.8586111","88.4321382","Culvert","Slab culvert"
"R547","90.176","LRP089b","24.8582778","88.4303049","Culvert","Slab Culvert"
"R547","90.365","LRP090","24.8577222","88.4284716","KmPost","Info missing"
"R547","90.593","LRP090a","24.8565833","88.4267771","Culvert","Brick Machinary Culvert"
"R547","90.887","LRP090b","24.8553611","88.4242216","Culvert","Brick Machinary Culvert"
"R547","91.36","LRP091","24.8535833","88.4194993","KmPost","Kansat 34 km"
"R547","92.164","LRP091a","24.8505556","88.4128611","Culvert","Brick Machinary Culvert"
"R547","92.405","LRP092","24.8497219","88.4106944","KmPost","Kansat 33 km"
"R547","92.627","LRP092a","24.8492774","88.4085833","Culvert","Brick Machinary Culvert"
"R547","93.4","LRP093","24.8457219","88.4019722","KmPost","Kansat 32 km"
"R547","94.4","LRP094","24.8419163","88.3929997","KmPost","Kansat 31 km"
"R547","95.4","LRP095","24.8394997","88.383333","KmPost","Kansat 30 km"
"R547","95.962","LRP095a","24.8394997","88.3783049","Culvert","Brick Machinary Culvert"
"R547","96.39","LRP096","24.8381663","88.3736382","KmPost","Kansat 29 km"
"R547","97.39","LRP097","24.8341941","88.3646111","KmPost","Info missing"
"R547","97.838","LRP097a","24.8330271","88.3617222","Culvert","Box culvert"
"R547","98.38","LRP098","24.8307493","88.3556944","KmPost","Kansat 27 km"
"R547","98.958","LRP098a","24.8291938","88.3512222","Culvert","Box culvert"
"R547","99.39","LRP099","24.827416","88.3461108","KmPost","Kansat 26 km"
"R547","99.926","LRP099a","24.8253049","88.3415552","Culvert","Box culvert"
"R547","100.4","LRP100","24.8240827","88.3366663","KmPost","Kansat 25 km"
"R547","100.788","LRP100a","24.8239438","88.333583","Culvert","Slab Culvert"
"R547","100.985","LRPE","24.8238882","88.3315271","Others","End at Khoar More of Rohonpur and  Connect Z 6802"
"R548","0","LRPS","24.8037778","88.9618056","Others","Start at Kathaltala more from R545, Naogaon"
"R548","1","LRP001","24.7951941","88.9598889","KmPost","Atrai 28 km"
"R548","1.465","LRP001a","24.7914163","88.95875","Culvert","Box culvert"
"R548","1.904","LRP001b","24.7878052","88.9581389","Culvert","Box culvert"
"R548","2.01","LRP002","24.786833","88.9578333","KmPost","Atrai 27 km"
"R548","3.02","LRP003","24.7780549","88.9575833","KmPost","Atrai 26 km,Raninagar 5 km"
"R548","3.68","LRP003a","24.7722493","88.9579722","Culvert","Box culvert"
"R548","4.04","LRP004","24.7691382","88.9577778","KmPost","Atrai 25 km"
"R548","5.103","LRP005","24.7615278","88.962","KmPost","Atrai 24 km"
"R548","5.23","LRP005a","24.7604444","88.962","Bridge","Start of bridge"
"R548","5.25","LRP005b","24.7602222","88.962","Bridge","End of bridge"
"R548","5.47","LRP005c","24.7583889","88.9627778","Culvert","Box culvert"
"R548","6.03","LRP006","24.7536667","88.9630278","KmPost","Atrai 23 km,Raninagar 2 km"
"R548","6.642","LRP006a","24.7652778","88.9625833","Culvert","Box culvert"
"R548","6.758","LRP006b","24.7475274","88.9622778","Culvert","Box culvert"
"R548","6.964","LRP006c","24.7456941","88.9620556","Culvert","Box culvert"
"R548","7.06","LRP007","24.7449441","88.9619444","KmPost","Atrai 22 km"
"R548","7.097","LRP007a","24.7445274","88.9619444","Culvert","Box culvert"
"R548","7.468","LRP007b","24.741333","88.9608611","Culvert","Box culvert"
"R548","7.87","LRP007c","24.7383608","88.9593889","SideRoad,Left","Z5207"
"R548","8.07","LRP008","24.737083","88.9581389","KmPost","Atrai 21 km Raninagar 0 km"
"R548","8.076","LRP008a","24.7368052","88.958","Culvert","Slab  culvert"
"R548","8.794","LRP008b","24.7338608","88.9524167","Culvert","Slab Culvert"
"R548","9.07","LRP009","24.734333","88.95","KmPost","Atrai 20 km"
"R548","10.07","LRP010","24.732666","88.9403608","KmPost","Atrai 19 km"
"R548","11.09","LRP011","24.7286938","88.9313604","KmPost","Atrai 18 km"
"R548","12.08","LRP012","24.7209438","88.9290827","KmPost","Atrai 17 km"
"R548","13.07","LRP013","24.7165833","88.9231938","KmPost","Atrai 16 km"
"R548","14.08","LRP014","24.7081111","88.9210549","KmPost","Atrai 15 km"
"R548","14.132","LRP014a","24.7076944","88.9208327","Others","Sluice gate"
"R548","15.17","LRP015","24.7013611","88.9263604","KmPost","Atrai 14 km"
"R548","16.17","LRP016","24.6934997","88.9252216","KmPost","Km post missing"
"R548","17.08","LRP017","24.6853608","88.9257216","KmPost","Atrai 12 km"
"R548","18.07","LRP018","24.6778882","88.9306938","KmPost","Atrai 11 km"
"R548","18.802","LRP018a","24.6726104","88.9347219","Culvert","Box culvert"
"R548","19.05","LRP019","24.6703604","88.9356386","KmPost","Atrai 10 km"
"R548","20.05","LRP020","24.662","88.9368886","KmPost","Atrai 9 km"
"R548","21.1","LRP021","24.6552778","88.9429163","KmPost","Atrai 8 km"
"R548","21.38","LRP021a","24.6537222","88.9431941","Culvert","Sluice gate"
"R548","22.1","LRP022","24.6472219","88.9416386","KmPost","Atrai 7 km"
"R548","23.1","LRP023","24.6412774","88.9460552","KmPost","Atrai 6 km"
"R548","24.09","LRP024","24.6366386","88.9536667","KmPost","Atrai 5 km"
"R548","25.1","LRP025","24.6319993","88.9624722","KmPost","Atrai 4 km"
"R548","26","LRP026","24.6251938","88.9680549","KmPost","Atrai 3 km"
"R548","27.1","LRP027","24.6164444","88.9692493","KmPost","Atrai 2 km"
"R548","27.72","LRP027a","24.6137778","88.9738327","Others","Sluice gate"
"R548","27.848","LRP027b","24.6131667","88.9746938","Bridge","Start of bridge"
"R548","27.99","LRP027c","24.6118889","88.9744438","Bridge","End of bridge"
"R548","28.08","LRP027d","24.6113889","88.9744438","SideRoad,Left","Side road left Z5469 to Shingra"
"R548","28.1","LRP028","24.6112222","88.9744438","KmPost","Km post missing"
"R548","28.21","LRP028a","24.6108889","88.9740827","SideRoad,Right","Z6856 to Bagmara, start Earth road"
"R548","29.1","LRP029","24.6025833","88.9727493","KmPost","Km post missing"
"R548","29.65","LRP029a","24.5977497","88.9715549","Others","Start RHD Natore"
"R548","29.65","LRP029a","24.5977497","88.9715549","Others","Start RHD Natore"
"R548","30.1","LRP030","24.5939719","88.9702493","KmPost","Km post missing"
"R548","31.1","LRP031","24.5854997","88.967916","KmPost","Km post missing"
"R548","36.9","LRP036a","24.5319438","88.96175","Others","End of Earth Road at Mathagar"
"R548","37.2","LRP037","24.5292771","88.9614444","KmPost","Km post missing"
"R548","37.869","LRP037a","24.5233049","88.9605556","Bridge","Start Of Bridge"
"R548","37.897","LRP037b","24.5231382","88.9578611","Bridge","End of Bridge"
"R548","38.2","LRP038","24.5203604","88.9604444","KmPost","Km post missing"
"R548","38.92","LRP038a","24.5141389","88.9599167","Bridge","Start of Bridge"
"R548","38.95","LRP038b","24.5138611","88.9598889","Bridge","End of Bridge"
"R548","39.2","LRP039","24.5113333","88.9598333","KmPost","Km post missing"
"R548","39.985","LRP039a","24.5043333","88.9588333","CrossRoad","Z5210"
"R548","40.06","LRP039b","24.5040833","88.95875","Bridge","Start of Bridge"
"R548","40.17","LRP039c","24.5032778","88.9583056","Bridge","End Of Bridge"
"R548","40.2","LRP040","24.5026111","88.958","KmPost","Km post missing"
"R548","41.32","LRP041","24.4960552","88.9532222","KmPost","Info Missing"
"R548","42.32","LRP042","24.4891663","88.95175","KmPost","Natore 11 km"
"R548","43.32","LRP043","24.4808327","88.9514722","KmPost","Natore 10 km"
"R548","43.993","LRP043a","24.4751104","88.9518056","Culvert","Box culvert"
"R548","44.32","LRP044","24.4722493","88.9526667","KmPost","Info missin g"
"R548","45.215","LRP044a","24.4704438","88.9599167","Culvert","Box Culvert"
"R548","45.316","LRP045","24.4705827","88.9608889","KmPost","Km post Broken"
"R548","45.469","LRP045a","24.4699438","88.9621944","Culvert","Box Culvert"
"R548","46.316","LRP046","24.4634722","88.9595833","KmPost","Natore 7 km"
"R548","47.316","LRP047","24.4550556","88.9581944","KmPost","Natore 6 km"
"R548","47.431","LRP047a","24.4545833","88.9572222","Bridge","Start Of Bridge"
"R548","47.462","LRP047b","24.4543333","88.9571667","Bridge","End Of Bridge"
"R548","48.316","LRP048","24.4476108","88.9587222","KmPost","Natore 5 km"
"R548","48.623","LRP048a","24.4449441","88.9585278","Culvert","Box Culvert"
"R548","48.977","LRP048b","24.441833","88.9583333","Culvert","Box Culvert"
"R548","49.316","LRP049","24.4386386","88.9577778","KmPost","Km post Missing"
"R548","49.966","LRP049a","24.433333","88.9588611","Culvert","Box Culvert"
"R548","50.316","LRP050","24.4302493","88.9588611","KmPost","Natore 3 km"
"R548","50.352","LRP050a","24.4299716","88.9588611","Culvert","Pipe Culvert"
"R548","50.901","LRP050b","24.425916","88.9584444","Others","Sluice Gate"
"R548","51.316","LRP051","24.4227216","88.9600278","KmPost","Km post missin g"
"R548","51.436","LRP051a","24.4216938","88.9600556","Culvert","Slab Culvert"
"R548","52.196","LRP051b","24.4153056","88.9583333","Culvert","Box Culvert"
"R548","52.316","LRP052","24.4143056","88.9576944","KmPost","Km Post Broken"
"R548","53.05","LRP052a","24.40975","88.9601111","Culvert","Box Culvert"
"R548","53.303","LRP053","24.4087222","88.9622778","KmPost","Natore 0 km"
"R548","53.321","LRPE","24.4085833","88.9624444","Others","End at Baidyanath More and Intersection with N6, Natore"
"R549","0","LRPS","24.9651111","88.9039167","Others","Start at Chowraster More and Intersection at R549&R547,Badalgachhi,Naogaon."
"R549","0.453","LRPSa","24.9681104","88.9053056","Bridge","Baily bridge start"
"R549","0.53","LRPSb","24.9684716","88.9059444","Bridge","Baily bridge end"
"R549","0.88","LRPSc","24.9672771","88.9085556","SideRoad,Right","Road to Akkelpur (Z5452)"
"R549","0.9","LRP001","24.967416","88.90875","KmPost","Paharpur 11 km"
"R549","1.616","LRP001a","24.9723604","88.9132222","Culvert","Box culvert"
"R549","1.875","LRP002","24.9739438","88.9151111","KmPost","Paharpur 10 km"
"R549","2.16","LRP002a","24.9754438","88.9173327","Culvert","Slab culvert start"
"R549","2.17","LRP002b","24.9754716","88.9174716","Culvert","Slab Culvert"
"R549","2.895","LRP003","24.978916","88.9233327","KmPost","Durgadho GC 14 km"
"R549","3.06","LRP003a","24.9797493","88.9249438","Culvert","Masonry culvert"
"R549","3.868","LRP003b","24.9852497","88.9302493","Culvert","Box culvert"
"R549","3.875","LRP004","24.9853052","88.9300827","KmPost","Paharpur 8 km"
"R549","4.27","LRP004a","24.9876663","88.932916","Culvert","Masonry Culvert"
